Epoch	Time(sec)	RMSE_train	R2_train	Spearman_R_train	Pearson_R_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test	Spearman_R_dev	Spearman_R_test
1	525.6157103795558	1.7468703	0.5976745018298356	[1.1047493]	[1.1061673]	1.4768007	1.4796926	0.7123450860771835	0.7080894319463917
2	1051.7243789210916	1.4435554	0.7252592164492387	[1.1144316]	[1.1214515]	1.4777268	1.4923961	0.7119841648248773	0.7030556510963903
3	1577.3201325125992	1.3933992	0.7440192189777809	[1.051902]	[1.0461004]	1.4211049	1.4119563	0.7336330746970321	0.7342034485349718
4	2101.9905483722687	1.3591433	0.7564508016003003	[1.0436954]	[1.0370154]	1.4091326	1.3919116	0.7381022325626744	0.7416966004690403
5	2630.720369938761	1.335028	0.7650166825046995	[1.0136452]	[0.99841255]	1.3625009	1.342783	0.7551491432136495	0.7596088215014765
6	3161.14863759093	1.315902	0.7717013812396338	[1.0202345]	[1.0141106]	1.3606093	1.348546	0.755828556378288	0.7575409525925176
7	3688.0364902000874	1.2978321	0.7779282601498719	[1.0055101]	[1.0009484]	1.3613349	1.3492824	0.755568008431791	0.757276134451452
8	4215.059874266386	1.2826083	0.783107627201691	[1.0115306]	[0.9984465]	1.3710678	1.3497182	0.7520604185149884	0.7571192964591664
9	4735.377435785718	1.2699867	0.7873552726612723	[1.0011674]	[0.99924225]	1.349975	1.3414149	0.7596304125521278	0.7600984547672576
10	5254.195119320415	1.2244285	0.8023380235187968	[0.9882875]	[0.9804845]	1.3391849	1.3230364	0.7634575109875642	0.7666270951356227
11	5763.1555077834055	1.2119367	0.806350618782228	[0.99991715]	[0.9905838]	1.3515018	1.3341047	0.7590864070728318	0.7627060728842391
12	6271.921207609586	1.1999477	0.8101629629776647	[1.0014555]	[0.9879856]	1.3457379	1.3274165	0.761136935176637	0.76507932391786
13	6785.29490794614	1.1910716	0.8129610678466328	[0.99699426]	[0.98747575]	1.3487474	1.3321543	0.7600674141154771	0.7633993586976728
14	7295.657730803825	1.1819677	0.8158093875764956	[1.0020442]	[0.99248093]	1.356043	1.3426886	0.7574647127969328	0.7596426215594488
15	7805.315205808729	1.1747658	0.8180471870348778	[1.002647]	[0.99332124]	1.3508387	1.3311907	0.7593227635245714	0.7637415348506276
16	8316.043575732969	1.1672462	0.820369051301969	[1.0141428]	[1.0063663]	1.3700551	1.3538232	0.7524265402620844	0.7556396563506378
17	8828.225880377926	1.1599259	0.8226150777825809	[1.0066482]	[1.0052152]	1.360651	1.3485024	0.7558135839823004	0.757556640570118
18	9338.593218988739	1.152482	0.8248845078872229	[1.0156218]	[1.0043011]	1.3702173	1.3496022	0.7523678863016399	0.757161009208648
19	9849.541570916772	1.147165	0.8264965889196328	[1.0206997]	[1.0133723]	1.3778988	1.3623447	0.7495836774880391	0.7525537577543453
20	10362.346520671621	1.1144207	0.8362600901620687	[1.0164376]	[1.0145327]	1.3701798	1.3612571	0.7523814486289705	0.7529486930509739
21	10872.430036696605	1.1048082	0.839072599262685	[1.0228668]	[1.0146478]	1.3777189	1.3608152	0.7496490158670062	0.7531090694807089
22	11381.906662822701	1.098752	0.8408320543985309	[1.0302594]	[1.0225515]	1.3904365	1.3758599	0.7450057547504387	0.7476198043282383
23	11894.748524207622	1.093431	0.842369946027845	[1.0273837]	[1.0179473]	1.3841778	1.3646237	0.7472961944187395	0.751725206463883
24	12403.53070463892	1.0893161	0.8435541421690704	[1.0304496]	[1.0216213]	1.3832139	1.3610661	0.7476480383501252	0.7530180353944365
25	12914.820652618073	1.0848069	0.8448466617794325	[1.0349275]	[1.0258851]	1.3984803	1.3803253	0.7420468989026812	0.7459789161830148
26	13424.02100846637	1.0796809	0.8463094619194194	[1.0355773]	[1.0306687]	1.3945583	1.3767669	0.7434917164223661	0.7472869161164102
27	13936.996943421662	1.0758315	0.8474034458686153	[1.0485699]	[1.0363435]	1.409352	1.3883824	0.7380206861984375	0.7430047779216595
28	14448.248568680137	1.072356	0.8483877641886618	[1.0423359]	[1.0333713]	1.3943667	1.3756264	0.7435622099114602	0.7477054626790283
29	14957.846442314796	1.0691582	0.8492906429296629	[1.0408442]	[1.0335754]	1.4016302	1.3843195	0.740883610614	0.7445066743627856
30	15468.24343224056	1.0485921	0.855032931127404	[1.0497411]	[1.0400792]	1.4142116	1.3951124	0.7362109229498677	0.7405072740039895
31	15980.177532742731	1.0437951	0.8563562327021624	[1.0520576]	[1.0412741]	1.4117589	1.3900462	0.7371251009415413	0.7423884695937236
32	16490.56065715663	1.0407835	0.8571839499595506	[1.0515736]	[1.0430166]	1.4107918	1.391154	0.7374851711980955	0.7419776625600059
33	17001.729070264846	1.038233	0.8578830140902193	[1.0549295]	[1.046094]	1.4193262	1.3985618	0.7342994296001039	0.7392224326621657
34	17514.53082770575	1.0354573	0.8586419273187054	[1.057573]	[1.0463661]	1.4240991	1.4032242	0.732509470386133	0.7374808553407588
35	18026.038594873622	1.032909	0.8593368237273639	[1.0555437]	[1.0446974]	1.4154385	1.3948138	0.7357530020122562	0.7406183388427348
36	18536.974316632375	1.0307405	0.8599268417893825	[1.0618516]	[1.0519373]	1.4207071	1.3992025	0.7337821319918857	0.7389835090043357
37	19049.80693546869	1.0288726	0.8604340685734472	[1.0608053]	[1.0542381]	1.421278	1.402266	0.7335681376269678	0.7378392680707595
38	19561.87664171867	1.026429	0.8610962093201063	[1.0624585]	[1.0525423]	1.4286276	1.4080827	0.7308055463343296	0.73565984830679
39	20074.054077444598	1.0238184	0.8618018984926256	[1.0662242]	[1.0593462]	1.4281286	1.4102314	0.7309935590918522	0.7348525082338919
40	20586.885034046136	1.0120993	0.8649475261317988	[1.0695432]	[1.0604268]	1.438881	1.418603	0.7269276109433402	0.7316951546231192
41	21097.895825214684	1.0097955	0.8655616809580456	[1.065248]	[1.0566883]	1.431772	1.4118497	0.7296192590817514	0.7342435540888088
42	21609.06697144825	1.0078237	0.8660862035589054	[1.0691632]	[1.0610069]	1.4372771	1.4176595	0.7275360589891933	0.7320518937552691
43	22120.985862600617	1.0073382	0.8662151904874332	[1.0673729]	[1.0592016]	1.4340377	1.4147569	0.7287628859919115	0.7331479873690374
44	22632.09696447011	1.0057242	0.8666435562063307	[1.0693357]	[1.0612934]	1.4376979	1.4188601	0.7273764515864892	0.7315978830334015
45	23144.44422112126	1.0045226	0.8669620294314528	[1.0739969]	[1.0628302]	1.4459474	1.4241002	0.724238882256437	0.7296117128743811
46	23654.306140489876	1.0034736	0.8672396898382444	[1.0697104]	[1.0624449]	1.4357638	1.4184359	0.7281094841115672	0.7317582961641478
47	24167.172290093265	1.0024514	0.8675100544812552	[1.0720787]	[1.0622156]	1.4372251	1.4186579	0.7275557401801279	0.7316743638798517
48	24678.74318449851	1.0013338	0.8678053319142155	[1.0722647]	[1.0637482]	1.4385532	1.4208237	0.7270519834461883	0.7308544339348564
49	25191.56310087815	1.0003437	0.8680666310557235	[1.0751723]	[1.0666031]	1.4446509	1.424884	0.7247332096322237	0.7293140291701701
50	25702.15485711675	0.9936111	0.8698365277769153	[1.0745027]	[1.0650197]	1.442862	1.4233212	0.7254144406421144	0.7299074098184428
51	26213.30552135408	0.99255157	0.8701139827452731	[1.0770591]	[1.0673821]	1.444291	1.4251708	0.7248703180529402	0.7292049832064514
52	26725.549251183867	0.9917624	0.8703204390406837	[1.0741736]	[1.065629]	1.4433233	1.4246927	0.7252388691920202	0.7293866254264502
53	27235.203707423992	0.99136764	0.8704236576198602	[1.0755496]	[1.0670143]	1.4420766	1.4237574	0.72571333325957	0.7297418453193558
54	27749.47838302236	0.9905372	0.8706406470301017	[1.0797806]	[1.0710932]	1.4475622	1.4283494	0.7236226222936654	0.7279957348338582
55	28258.70684293192	0.9899424	0.8707959780687755	[1.0791731]	[1.0708145]	1.4493672	1.4296452	0.7229329520482517	0.727501981833637
56	28770.207556755282	0.9894085	0.8709352804888548	[1.0787421]	[1.0703323]	1.4454824	1.4274739	0.7244162426712982	0.7283290544016165
57	29280.384509124793	0.98893803	0.8710580068098925	[1.079957]	[1.0715742]	1.4495343	1.4308989	0.7228690792033851	0.7270238086788499
58	29794.33211879991	0.98857325	0.8711531253641883	[1.0818149]	[1.0726732]	1.4515334	1.4314901	0.7221041228591638	0.7267982164191747
